OrderID,CustomerID,OrderDay,CityTier,State,Category,OrderValue,DiscountPct,PaymentMethod,Device,AddressQuality,OrderHour,Items,PriorOrders,PriorReturns,DeliveryStatus
ORD102704,CUST11698,16,TIER-2,Odisha,Fashion,"2,968",14,COD,Desktop,Complete,23,1,0,0,Delivered
ORD103912,CUST11540,293,Tier 1,  Tamil Nadu ,Footwear,"Rs 3,451",27%,Prepaid,Android App,Complete,10,1,2,0,Delivered
ORD105181,CUST12576,63,TIER-2,Tamil Nadu,Home & Kitchen,"3,677",38,Prepaid,Android App,,19,3,0,0,Delivered
ORD102517,CUST12539,207,Tier 1,Delhi,Fashion,746,45,COD,Desktop,Complete,3,3,0,0,Returned
ORD105231,CUST11703,329,TIER-3,Tamil Nadu,Home & Kitchen,"3,426",20%,COD,Android App,Complete,20,3,3,1,Delivered
ORD100123,CUST10867,146,tier3,Tamil Nadu,Health,"Rs.1,225",29,COD,iOS App,Vague,16,1,1,0,Delivered
ORD105721,CUST10084,269,T3,delhi,Home & Kitchen,"2,188",16%,COD,Android App,Complete,15,3,0,0,Returned
ORD105998,CUST12341,213,TIER-3,West Bengal,Electronics,"Rs 10,123",26,COD,Android App,Complete,4,2,1,1,Returned
ORD107154,CUST11255,102,TIER-1,Delhi,Fashion,"2,647",23%,COD,Android App,Complete,21,1,0,0,Returned
ORD102767,CUST10460,278,Tier 2,Bihar,Accessories,"1,249",6,COD,,Complete,10,1,1,0,Delivered
ORD100083,CUST11172,46,T1,Bihar,Beauty,Rs.744,18,COD,Android App,Complete,8,1,0,0,Delivered
ORD101146,CUST11819,329,Tier 2,Assam,Home & Kitchen,"INR 4,379",13,COD,Mobile Web,Partial,17,1,9,4,Delivered
ORD100074,CUST11306,360,T1,  Madhya Pradesh ,Electronics,"10,800",39,COD,Mobile Web,,17,1,2,0,Delivered
ORD103401,CUST12433,100,Tier-3,Assam,Home & Kitchen,"Rs 2,325",23,COD,Mobile Web,Complete,16,2,0,0,Delivered
ORD107123,CUST10405,263,Tier 1,bihar,Accessories,"1,663",40,COD,Android App,,10,2,3,0,Delivered
ORD105861,CUST11541,67,tier1,Uttar Pradesh,Accessories,"1,386",19,Prepaid,Android App,Complete,8,2,0,0,Delivered
ORD106295,CUST11660,206,T1,GUJARAT,Home & Kitchen,"4,659",18,Prepaid,iOS App,Vague,5,1,3,1,Delivered
ORD106753,CUST10756,92,TIER-3,Andhra Pradesh,Fashion,"Rs 2,203",43%,COD,Mobile Web,Complete,10,1,1,0,Delivered
ORD102327,CUST12314,331,Tier-2,Uttar Pradesh,Fashion,"Rs 2,899",0%,COD,Mobile Web,Complete,2,2,1,1,Returned
ORD101406,CUST11452,129,Tier-3,Tamil Nadu,Fashion,"1,163",24,COD,iOS App,Complete,13,1,0,0,Delivered
ORD104690,CUST10630,125,Tier-2,Telangana,Beauty,Rs.952,19,COD,iOS App,Partial,17,2,2,0,Delivered
ORD104890,CUST12372,336,tier1,Kerala,Health,"1,919",34,COD,Mobile Web,Partial,16,3,1,0,Delivered
ORD105203,CUST10132,139,Tier-2,JHARKHAND,Accessories,"1,743",18%,Prepaid,Desktop,Complete,4,1,1,0,Delivered
ORD104205,CUST12071,300,tier1,Uttar Pradesh,Footwear,"INR 2,037",57,COD,iOS App,Complete,22,3,1,1,Delivered
ORD105477,CUST11786,40,TIER-3,Delhi,Footwear,"Rs 2,691",8,COD,Desktop,Partial,6,1,0,0,Delivered
ORD103066,CUST11727,207,TIER-3,Odisha,Electronics,"Rs 5,603",24,COD,Desktop,Complete,21,1,3,1,Delivered
ORD106749,CUST10908,77,Tier 1,Bihar,Health,"1,297",17%,COD,Desktop,Complete,10,1,0,0,Delivered
ORD101399,CUST10347,253,Tier 3,Haryana,Accessories,"1,284",24,Prepaid,Android App,Vague,11,1,2,0,Delivered
ORD100818,CUST12387,329,tier1,jharkhand,Electronics,"INR 6,356",30,Prepaid,Desktop,Complete,8,1,0,0,Delivered
ORD102233,CUST12162,129,TIER-2,Punjab,Health,"1,579",1,Prepaid,Android App,Partial,2,3,0,0,Delivered
ORD104776,CUST12517,73,Tier-1,Punjab,Electronics,"Rs 14,452",22,Prepaid,Desktop,Partial,22,2,2,1,Delivered
ORD106583,CUST10700,159,T1,Bihar,Home & Kitchen,"4,963",0,Prepaid,Android App,Partial,23,1,2,1,Delivered
ORD105758,CUST10208,209,TIER-2,Jharkhand,Footwear,"Rs 2,068",6%,COD,Mobile Web,Complete,0,2,0,0,Delivered
ORD103751,CUST12485,100,TIER-3,Karnataka,Footwear,"3,005",38,COD,Android App,Vague,18,3,0,0,Returned
ORD106841,CUST11598,202,Tier 2,KERALA,Electronics,"Rs 5,559",3,Prepaid,Android App,Complete,13,1,3,0,Delivered
ORD106113,CUST11185,262,tier3,Jharkhand,Footwear,"Rs.1,668",47%,COD,Android App,Complete,20,2,4,1,Delivered
ORD105840,CUST11799,267,TIER-2,Jharkhand,Fashion,"Rs 1,487",12%,COD,Desktop,Complete,23,1,1,0,Delivered
ORD102179,CUST11560,188,TIER-1,Maharashtra,Footwear,"Rs 1,300",45,COD,Mobile Web,Complete,9,3,2,0,Delivered
ORD102858,CUST12148,83,T2,Andhra Pradesh,Footwear,"1,975",49,Prepaid,Mobile Web,Vague,23,1,0,0,Delivered
ORD101531,CUST10483,145,T2,Andhra Pradesh,Home & Kitchen,"3,359",15,Prepaid,Android App,Complete,0,3,1,1,Delivered
ORD107160,CUST10842,181,tier3,Kerala,Home & Kitchen,"4,873",28,COD,Android App,Complete,16,3,1,0,Returned
ORD102142,CUST10665,106,tier1,Maharashtra,Fashion,"2,625",4%,Prepaid,Mobile Web,Complete,8,3,2,0,Delivered
ORD100131,CUST10660,119,Tier 2,Haryana,Health,"Rs 2,029",23%,Prepaid,Mobile Web,Complete,16,1,0,0,Delivered
ORD106394,CUST11603,349,TIER-3,Haryana,Beauty,715,6,COD,Android App,Complete,15,2,1,1,Delivered
ORD101234,CUST10057,318,TIER-2,Madhya Pradesh,Footwear,"2,101",41%,Prepaid,iOS App,Vague,7,1,1,0,Delivered
ORD105053,CUST11264,175,Tier 3,Madhya Pradesh,Footwear,"3,337",9%,COD,Desktop,Vague,8,1,2,0,Delivered
ORD105351,CUST12354,315,TIER-3,Madhya Pradesh,Fashion,621,30,COD,Mobile Web,Complete,13,2,1,1,Delivered
ORD101237,CUST11048,67,Tier-3,Karnataka,Accessories,Rs.766,23%,COD,Android App,Vague,8,2,1,0,Returned
ORD104213,CUST11435,255,TIER-3,Madhya Pradesh,Fashion,"1,674",27%,Prepaid,Android App,Vague,9,1,5,1,Delivered
ORD106477,CUST10438,32,Tier 3,Madhya Pradesh,Beauty,"Rs 1,297",10%,Prepaid,iOS App,Complete,22,1,0,0,Delivered
ORD103086,CUST11391,294,TIER-3,ASSAM,Footwear,"1,180",36%,Prepaid,Android App,Complete,4,2,0,0,Delivered
ORD106446,CUST10413,63,Tier 2,Rajasthan,Footwear,"2,020",28%,Prepaid,Android App,Partial,15,1,0,0,Delivered
ORD101934,CUST11501,314,tier3,Kerala,Accessories,"INR 1,764",13,COD,Desktop,Complete,16,2,2,1,Delivered
ORD104492,CUST11891,305,T3,Assam,Accessories,795,30,COD,Android App,Complete,7,1,2,1,Delivered
ORD105220,CUST10901,330,TIER-1,Assam,Home & Kitchen,623,11,COD,Android App,Complete,10,1,3,1,Delivered
ORD105849,CUST11802,14,Tier 2,Haryana,Accessories,"Rs.1,651",25,COD,Mobile Web,Partial,13,2,1,0,Delivered
ORD100201,CUST11662,287,tier1,Punjab,Accessories,"INR 1,279",20,Prepaid,Android App,Complete,2,1,5,1,Delivered
ORD106746,CUST10748,2,T2,kerala,Electronics,"Rs.4,857",25%,COD,Mobile Web,Complete,7,2,0,0,Returned
ORD104231,CUST11158,234,T1,Jharkhand,Fashion,"2,443",5,Prepaid,Desktop,Complete,3,1,1,0,Delivered
ORD105253,CUST10402,314,TIER-1,Madhya Pradesh,Fashion,"Rs 2,253",31,Prepaid,Android App,Complete,16,2,5,0,Delivered
ORD104570,CUST10806,309,TIER-1,Punjab,Accessories,"Rs 1,438",36%,Prepaid,Desktop,Complete,23,1,0,0,Delivered
ORD100459,CUST12253,340,tier3,Tamil Nadu,Electronics,"INR 10,525",32%,COD,Android App,Vague,20,2,5,3,Delivered
ORD105352,CUST12164,0,Tier 1,Odisha,Beauty,"1,072",27%,COD,,,0,1,0,0,Delivered
ORD103002,CUST12433,262,TIER-3,Assam,Accessories,"1,317",16,Prepaid,Android App,Partial,16,3,3,1,Delivered
ORD102135,CUST12107,38,Tier 1,Madhya Pradesh,Accessories,"INR 1,358",43%,COD,Android App,Complete,22,1,1,0,Delivered
ORD100374,CUST11803,290,tier1,Karnataka,Fashion,"2,611",28%,Prepaid,Mobile Web,Complete,21,2,2,0,Delivered
ORD101927,CUST11273,147,TIER-3,Maharashtra,Health,"INR 1,903",38%,COD,Mobile Web,Partial,7,1,1,0,Delivered
ORD104809,CUST11600,104,tier3,Telangana,Fashion,"2,243",19%,COD,Android App,Vague,0,3,1,1,Returned
ORD101586,CUST12582,251,TIER-3,Uttar Pradesh,Beauty,647,49%,COD,Android App,,1,1,0,0,Returned
ORD101072,CUST11648,99,TIER-1,Punjab,Electronics,"10,602",27%,COD,Android App,Partial,13,3,0,0,Returned
ORD104120,CUST12509,298,Tier 2,Madhya Pradesh,Beauty,536,35,COD,Android App,Partial,11,1,1,1,Delivered
ORD104158,CUST11683,134,T1,Bihar,Fashion,"Rs.2,843",11,COD,Android App,Complete,6,1,0,0,Delivered
ORD100149,CUST10347,134,TIER-3,  Haryana ,Fashion,"1,575",30%,COD,Mobile Web,Complete,20,2,0,0,Delivered
ORD101761,CUST11339,312,T3,Rajasthan,Electronics,"Rs 2,484",7,COD,Android App,Vague,8,2,4,0,Delivered
ORD101730,CUST10284,358,Tier-1,Maharashtra,Footwear,"Rs 2,965",21%,COD,Android App,Complete,12,1,1,1,Delivered
ORD104309,CUST11255,327,T1,DELHI,Fashion,"Rs 2,003",23,COD,Mobile Web,,17,2,2,1,Delivered
ORD106784,CUST10410,140,Tier-2,Haryana,Home & Kitchen,"2,570",22,Prepaid,iOS App,Complete,3,3,0,0,Delivered
ORD105310,CUST10218,228,Tier 1,Kerala,Electronics,"13,266",6,Prepaid,iOS App,Complete,4,2,3,0,Delivered
ORD106673,CUST11107,318,Tier-3,Andhra Pradesh,Beauty,446,35%,COD,Desktop,Partial,4,3,2,1,Delivered
ORD105366,CUST11055,126,Tier 2,Delhi,Footwear,"1,145",12,Prepaid,Android App,Vague,17,2,2,1,Delivered
ORD102060,CUST11329,244,tier1,Telangana,Health,"2,161",52,COD,Mobile Web,Partial,3,3,5,5,Returned
ORD103561,CUST11709,99,TIER-2,Bihar,Electronics,"5,784",12,COD,Android App,Partial,23,3,0,0,Returned
ORD105510,CUST12101,285,T3,Maharashtra,Footwear,"1,548",38,COD,iOS App,Partial,8,1,1,1,Returned
ORD100404,CUST11757,65,TIER-2,Odisha,Accessories,"Rs 1,719",15%,COD,Android App,Vague,2,3,0,0,Returned
ORD100926,CUST11867,313,TIER-1,Assam,Footwear,"2,035",16%,COD,iOS App,Complete,17,2,1,0,Delivered
ORD103020,CUST12243,41,Tier 2,Kerala,Fashion,"1,639",14%,COD,Desktop,Complete,6,3,1,1,Returned
ORD103379,CUST11148,85,Tier 3,kerala,Health,Rs 457,26,Prepaid,Mobile Web,Vague,12,2,0,0,Delivered
ORD102276,CUST11202,258,tier1,UTTAR PRADESH,Footwear,"INR 2,171",29,Prepaid,Mobile Web,Complete,20,2,3,0,Delivered
ORD101839,CUST11226,232,tier1,Uttar Pradesh,Home & Kitchen,"4,604",29,Prepaid,Android App,Partial,23,1,4,0,Delivered
ORD100600,CUST11550,226,Tier-1,  Haryana ,Accessories,"Rs.1,679",23%,COD,iOS App,,19,1,1,0,Delivered
ORD104078,CUST11078,134,Tier 2,Assam,Beauty,407,30,Prepaid,Desktop,Complete,7,3,0,0,Delivered
ORD106248,CUST11032,24,T1,Assam,Beauty,"1,445",34%,Prepaid,Mobile Web,Complete,7,2,0,0,Delivered
ORD102403,CUST12060,241,Tier 1,Kerala,Electronics,"INR 8,387",0,Prepaid,Android App,Complete,4,1,2,0,Delivered
ORD104372,CUST12315,303,T1,Delhi,Footwear,"Rs 2,553",32,COD,Android App,Complete,3,3,3,0,Returned
ORD106557,CUST11346,221,TIER-3,  Maharashtra ,Home & Kitchen,"1,305",28%,COD,Android App,Complete,19,2,2,0,Delivered
ORD105164,CUST11049,211,Tier-1,ASSAM,Beauty,"1,020",30,Prepaid,Mobile Web,Partial,2,1,1,0,Delivered
ORD106172,CUST11486,121,T2,Maharashtra,Beauty,"1,124",19,Prepaid,Desktop,Complete,21,3,0,0,Delivered
ORD103584,CUST11194,303,Tier 2,MADHYA PRADESH,Accessories,732,25,Prepaid,Desktop,Complete,8,2,2,0,Delivered
ORD105327,CUST11293,308,tier3,jharkhand,Fashion,"1,560",36,COD,iOS App,,2,1,1,1,Returned
ORD104782,CUST11391,316,tier3,Assam,Home & Kitchen,"3,727",27,COD,Android App,Partial,21,1,1,0,Delivered
ORD100532,CUST11209,352,Tier 2,Telangana,Beauty,Rs.459,17,COD,Mobile Web,Complete,1,1,3,0,Delivered
ORD101054,CUST12235,85,Tier 1,Maharashtra,Footwear,"2,904",16%,COD,Android App,Complete,11,1,1,0,Delivered
ORD105100,CUST11985,186,Tier-1,West Bengal,Electronics,"4,330",33,Prepaid,Mobile Web,Complete,0,1,2,0,Delivered
ORD102929,CUST12391,203,tier1,Assam,Home & Kitchen,"3,939",32%,Prepaid,Desktop,Complete,19,3,2,0,Delivered
ORD105770,CUST12078,210,tier3,Punjab,Footwear,"Rs 3,440",45,COD,Desktop,Partial,12,2,4,1,Returned
ORD102510,CUST11102,23,TIER-3,Punjab,Electronics,"3,133",25%,COD,Android App,Complete,2,1,0,0,Delivered
ORD106936,CUST12353,144,T2,Odisha,Electronics,"2,436",17,Prepaid,Mobile Web,Complete,16,2,2,0,Delivered
ORD100598,CUST11794,331,tier1,Bihar,Fashion,"Rs 2,309",40%,COD,Android App,Complete,16,1,5,0,Returned
ORD104548,CUST12155,140,T1,Uttar Pradesh,Electronics,"INR 7,072",19%,COD,Android App,Complete,20,1,1,0,Delivered
ORD106150,CUST11553,87,TIER-1,Delhi,Home & Kitchen,"1,168",10,Prepaid,Android App,Complete,18,1,0,0,Delivered
ORD102632,CUST10582,122,TIER-1,karnataka,Fashion,"Rs 1,625",31%,COD,Mobile Web,Partial,3,3,1,1,Returned
ORD105262,CUST11716,189,TIER-1,Karnataka,Electronics,"Rs.14,312",36%,Prepaid,iOS App,Complete,8,2,1,0,Delivered
ORD106899,CUST12179,316,T1,Delhi,Electronics,"Rs.8,219",28,COD,iOS App,Partial,15,2,7,1,Delivered
ORD100401,CUST11971,34,Tier-1,ASSAM,Electronics,"8,044",28%,Prepaid,Android App,Partial,0,1,0,0,Delivered
ORD105963,CUST10924,360,TIER-3,Telangana,Health,"2,201",3,COD,,Complete,19,2,3,2,Returned
ORD104060,CUST11995,76,TIER-3,Madhya Pradesh,Fashion,"1,656",10%,Prepaid,Android App,Partial,4,3,1,0,Delivered
ORD101527,CUST11827,223,Tier 2,Gujarat,Accessories,"1,722",11,Prepaid,Android App,Complete,0,1,3,0,Delivered
ORD101644,CUST12027,85,tier1,Haryana,Fashion,538,15%,COD,Android App,Complete,22,2,0,0,Delivered
ORD105213,CUST11133,21,TIER-2,Bihar,Accessories,"1,775",53,COD,Desktop,Complete,14,1,0,0,Returned
ORD103869,CUST12260,157,TIER-1,WEST BENGAL,Fashion,513,28,COD,Mobile Web,Vague,17,1,0,0,Delivered
ORD105089,CUST11591,139,Tier-2,Punjab,Health,"INR 1,218",0,Prepaid,iOS App,Complete,6,1,1,1,Delivered
ORD104124,CUST10195,241,tier3,Gujarat,Footwear,"2,857",10%,COD,Android App,Complete,17,3,4,4,Returned
ORD104718,CUST12319,148,T3,Haryana,Health,"INR 1,550",27,COD,Android App,Vague,5,1,0,0,Delivered
ORD104256,CUST11273,220,Tier 3,Maharashtra,Accessories,Rs 822,14,Prepaid,,,23,2,3,0,Delivered
ORD100138,CUST10242,244,Tier-3,Jharkhand,Home & Kitchen,"Rs.3,452",0%,COD,Android App,Vague,16,2,3,1,Delivered
ORD106225,CUST11279,190,Tier 2,Kerala,Beauty,464,0,COD,Desktop,Complete,17,2,1,0,Delivered
ORD102280,CUST10319,233,Tier 2,odisha,Footwear,"2,427",35,Prepaid,iOS App,Vague,19,1,1,0,Delivered
ORD105267,CUST12191,219,TIER-3,Telangana,Beauty,989,52,COD,Android App,Complete,3,2,1,1,Returned
ORD100737,CUST10785,165,Tier 2,Telangana,Home & Kitchen,"Rs.3,156",23%,Prepaid,Android App,Partial,18,1,1,1,Delivered
ORD103804,CUST10738,224,TIER-3,Telangana,Fashion,"2,107",35%,COD,Android App,Partial,0,2,1,0,Delivered
ORD102172,CUST10875,311,Tier-1,Madhya Pradesh,Fashion,"Rs 2,156",26,COD,Android App,Complete,11,1,1,0,Delivered
ORD105910,CUST12244,289,T1,Jharkhand,Accessories,"1,269",6%,COD,Android App,Partial,21,3,3,0,Delivered
ORD104434,CUST10631,345,Tier-1,Delhi,Electronics,"4,867",0%,COD,Android App,Complete,12,1,1,0,Delivered
ORD104145,CUST11775,22,Tier-2,Rajasthan,Electronics,"Rs 11,272",35%,COD,Desktop,Vague,18,2,0,0,Returned
ORD103564,CUST10543,50,T2,Uttar Pradesh,Electronics,"3,149",25,Prepaid,Android App,Vague,20,1,0,0,Delivered
ORD100735,CUST11826,136,tier1,Karnataka,Beauty,Rs 770,41,Prepaid,Mobile Web,Complete,2,1,0,0,Delivered
ORD101281,CUST10800,326,Tier-1,West Bengal,Beauty,"1,295",3,COD,Android App,Complete,21,1,4,0,Delivered
ORD106635,CUST10645,234,Tier 2,Gujarat,Fashion,"2,445",40,COD,Android App,Partial,11,1,0,0,Returned
ORD102690,CUST11909,231,Tier-2,Andhra Pradesh,Home & Kitchen,"3,290",16,COD,Mobile Web,Complete,2,1,1,0,Delivered
ORD101394,CUST10811,364,tier3,Bihar,Footwear,"3,116",14%,Prepaid,iOS App,Partial,0,1,3,1,Delivered
ORD101353,CUST10219,155,Tier-3,Uttar Pradesh,Footwear,"3,303",10%,Prepaid,Desktop,Complete,5,1,1,0,Delivered
ORD106675,CUST10384,244,tier1,Karnataka,Health,"Rs.1,379",6,COD,Android App,Complete,6,1,2,0,Delivered
ORD102187,CUST11127,330,Tier 3,ASSAM,Footwear,"2,741",0,Prepaid,Android App,Partial,14,1,4,3,Returned
ORD103734,CUST12381,299,Tier 1,  Telangana ,Beauty,810,31,Prepaid,,Vague,11,2,2,1,Delivered
ORD107095,CUST12050,229,tier2,  Odisha ,Electronics,"Rs 10,300",30%,COD,Mobile Web,Complete,12,1,1,0,Delivered
ORD106123,CUST11094,285,Tier 1,Telangana,Beauty,270,31%,COD,Android App,Partial,9,2,2,2,Delivered
ORD106902,CUST10475,357,tier1,Andhra Pradesh,Home & Kitchen,"4,489",12,Prepaid,iOS App,Partial,6,1,6,0,Delivered
ORD103990,CUST11312,206,T1,Andhra Pradesh,Fashion,Rs.760,17,COD,Android App,Complete,13,1,1,0,Delivered
ORD104048,CUST10656,189,T1,Gujarat,Footwear,"Rs.1,708",32%,COD,,Partial,8,2,3,0,Delivered
ORD100586,CUST12092,56,tier2,  West Bengal ,Health,"1,489",44%,COD,Android App,Partial,22,1,0,0,Delivered
ORD107101,CUST10177,141,TIER-1,Tamil Nadu,Footwear,"Rs 2,727",43,COD,Android App,Complete,11,3,2,0,Delivered
ORD102364,CUST11540,307,Tier 1,tamil nadu,Fashion,"2,475",23,COD,,Partial,9,3,3,0,Delivered
ORD105155,CUST11340,342,TIER-3,Delhi,Accessories,"1,074",0,Prepaid,Android App,Complete,9,1,2,2,Delivered
ORD104606,CUST10029,52,TIER-2,ASSAM,Beauty,"1,447",46,COD,Android App,,3,1,0,0,Returned
ORD106197,CUST10462,328,tier3,Tamil Nadu,Accessories,"Rs.1,055",30,COD,iOS App,Complete,16,1,1,1,Delivered
ORD104113,CUST11147,231,TIER-1,Bihar,Electronics,"7,757",20%,Prepaid,Android App,Complete,17,1,2,1,Delivered
ORD102688,CUST10573,27,T2,Maharashtra,Home & Kitchen,"3,439",24,COD,Android App,Complete,19,3,0,0,Returned
ORD106979,CUST11884,114,TIER-2,gujarat,Footwear,"Rs 2,290",22,COD,Mobile Web,Complete,13,1,1,0,Delivered
ORD101836,CUST12413,121,Tier-1,MADHYA PRADESH,Health,"Rs 1,529",29%,COD,Android App,Complete,4,2,1,0,Delivered
ORD102443,CUST11244,169,Tier-2,  Odisha ,Footwear,706,21,Prepaid,Mobile Web,Complete,9,3,4,0,Delivered
ORD104627,CUST10339,115,T1,Gujarat,Fashion,"INR 1,902",31%,COD,Mobile Web,Complete,5,3,3,0,Delivered
ORD105478,CUST10042,146,Tier-1,Gujarat,Footwear,"2,430",24,Prepaid,iOS App,Partial,9,2,1,0,Delivered
ORD102829,CUST11635,231,TIER-1,Assam,Health,"2,101",38,Prepaid,Android App,Complete,9,2,1,0,Returned
ORD100321,CUST12091,31,Tier 2,Jharkhand,Health,"1,502",21,COD,iOS App,Partial,1,1,0,0,Delivered
ORD105046,CUST11710,228,tier3,telangana,Footwear,"Rs.1,352",16%,COD,Android App,Partial,23,3,1,1,Delivered
ORD102780,CUST11746,21,TIER-2,Gujarat,Fashion,INR 765,22%,COD,Android App,Vague,9,2,0,0,Returned
ORD105049,CUST10071,79,T1,maharashtra,Health,743,18,COD,Android App,Complete,18,1,0,0,Delivered
ORD104911,CUST12402,111,TIER-1,Assam,Fashion,731,39%,COD,Android App,Complete,7,1,2,0,Delivered
ORD105051,CUST11881,285,T1,PUNJAB,Electronics,"2,788",18%,Prepaid,Android App,Complete,14,1,3,0,Delivered
ORD102248,CUST10863,62,TIER-3,Bihar,Health,"Rs 2,355",24%,COD,Android App,Complete,7,1,1,0,Delivered
ORD100647,CUST10895,61,Tier 2,punjab,Fashion,"1,586",21,COD,Android App,Complete,10,1,1,1,Returned
ORD101155,CUST10427,3,Tier 3,Andhra Pradesh,Electronics,"2,775",5%,COD,Android App,Partial,20,2,0,0,Returned
ORD103769,CUST10863,324,Tier-3,Bihar,Home & Kitchen,"INR 2,738",9%,COD,Android App,,14,2,4,1,Delivered
ORD102833,CUST11899,363,Tier-1,madhya pradesh,Fashion,"INR 2,342",0,Prepaid,Android App,Complete,21,1,2,2,Delivered
ORD103286,CUST12556,289,TIER-3,Bihar,Fashion,"1,928",3,Prepaid,Desktop,Complete,9,1,0,0,Delivered
ORD104981,CUST11323,72,T1,Tamil Nadu,Home & Kitchen,867,35,Prepaid,Android App,Complete,14,2,0,0,Delivered
ORD101111,CUST10189,100,TIER-1,Rajasthan,Footwear,"2,182",11%,COD,iOS App,Complete,1,2,0,0,Delivered
ORD100905,CUST12497,207,T3,Delhi,Fashion,"Rs.2,479",22,COD,Mobile Web,Partial,0,2,0,0,Returned
ORD103436,CUST12123,334,TIER-2,Uttar Pradesh,Fashion,"Rs.2,638",14,Prepaid,Desktop,Complete,10,1,1,0,Delivered
ORD100386,CUST10817,123,TIER-2,Assam,Fashion,"Rs 2,633",25%,COD,iOS App,Complete,19,2,0,0,Delivered
ORD100931,CUST10577,248,TIER-2,Karnataka,Health,INR 684,18,COD,Android App,Complete,6,2,1,0,Delivered
ORD100419,CUST12566,120,Tier-2,  Haryana ,Home & Kitchen,"1,424",26,COD,iOS App,Vague,9,1,0,0,Returned
ORD101275,CUST10398,326,TIER-1,assam,Fashion,"INR 2,782",41%,COD,Android App,Vague,16,1,2,0,Delivered
ORD100795,CUST10797,149,T3,Bihar,Fashion,"2,306",8,COD,Android App,Vague,8,2,0,0,Returned
ORD104182,CUST10390,324,tier2,Telangana,Fashion,Rs.919,55%,Prepaid,,Vague,21,2,6,6,Returned
ORD106017,CUST11186,339,TIER-1,Haryana,Footwear,"3,499",25%,Prepaid,Mobile Web,Partial,18,2,0,0,Delivered
ORD101661,CUST11978,38,tier2,West Bengal,Health,679,29%,COD,Mobile Web,,22,1,0,0,Returned
ORD100162,CUST10409,87,tier2,Madhya Pradesh,Beauty,Rs 469,49,COD,Android App,Vague,3,1,1,1,Returned
ORD106654,CUST10384,237,Tier-1,Karnataka,Footwear,"2,227",21%,COD,Android App,Partial,3,2,1,0,Delivered
ORD105932,CUST11599,247,Tier 3,bihar,Electronics,"INR 10,433",22%,Prepaid,Android App,Complete,16,1,2,1,Delivered
ORD106985,CUST12286,354,tier2,Kerala,Footwear,"1,865",28%,COD,Android App,,20,2,3,1,Returned
ORD107070,CUST12446,113,T2,Gujarat,Fashion,"1,309",41,COD,iOS App,Partial,10,1,0,0,Returned
ORD100474,CUST11728,107,TIER-1,karnataka,Fashion,"Rs.2,183",16%,COD,Desktop,Partial,3,2,1,1,Returned
ORD101300,CUST12275,4,Tier-1,  Tamil Nadu ,Fashion,"2,508",38%,Prepaid,iOS App,Complete,19,3,0,0,Delivered
ORD102832,CUST11488,339,Tier-2,  Haryana ,Footwear,977,16,Prepaid,,Complete,23,1,3,0,Delivered
ORD102472,CUST10733,29,Tier-3,  Madhya Pradesh ,Health,"Rs 1,398",34,COD,Android App,Vague,22,1,0,0,Returned
ORD107045,CUST10644,320,tier2,Madhya Pradesh,Accessories,INR 644,15,COD,Android App,,17,3,4,1,Returned
ORD104456,CUST11820,28,Tier-1,Assam,Accessories,576,0,Prepaid,Mobile Web,Complete,17,1,0,0,Delivered
ORD101331,CUST11320,89,Tier 2,Haryana,Footwear,"1,177",1%,Prepaid,Desktop,Partial,1,1,0,0,Delivered
ORD101917,CUST10706,337,Tier-3,West Bengal,Health,489,27%,COD,Android App,Partial,22,2,2,0,Delivered
ORD101967,CUST12116,62,T1,jharkhand,Accessories,582,11,COD,Desktop,Complete,12,1,1,1,Delivered
ORD103001,CUST12243,14,tier2,  Kerala ,Electronics,"Rs 7,865",27%,COD,Android App,Complete,7,1,0,0,Returned
ORD105607,CUST12234,186,Tier-2,Delhi,Health,"2,067",0%,COD,Android App,Partial,2,1,6,0,Delivered
ORD101461,CUST11313,271,Tier-1,Bihar,Footwear,"1,183",48,COD,iOS App,Complete,14,1,3,2,Returned
ORD102096,CUST11908,252,Tier-2,MAHARASHTRA,Electronics,"5,235",2,COD,Mobile Web,Partial,13,3,2,0,Delivered
ORD105090,CUST10710,6,Tier 1,Rajasthan,Electronics,"Rs 8,886",19,Prepaid,Android App,Complete,3,3,0,0,Delivered
ORD100467,CUST10935,192,Tier 2,Delhi,Fashion,"2,061",28%,Prepaid,Desktop,Complete,20,3,0,0,Delivered
ORD101901,CUST11760,134,tier1,Punjab,Accessories,"1,043",0,Prepaid,iOS App,Partial,14,1,2,0,Delivered
ORD101407,CUST12486,130,TIER-2,uttar pradesh,Footwear,"1,970",44,COD,Android App,Partial,18,2,0,0,Returned
ORD104833,CUST11289,161,tier1,Assam,Health,467,42%,COD,Android App,Complete,2,1,0,0,Returned
ORD102384,CUST12513,34,tier3,Gujarat,Fashion,"INR 1,524",5%,COD,Android App,Partial,2,2,0,0,Returned
ORD102061,CUST10150,26,Tier 1,Rajasthan,Accessories,Rs 490,21,Prepaid,Android App,Complete,15,3,0,0,Delivered
ORD106879,CUST11964,239,TIER-1,Andhra Pradesh,Fashion,"INR 2,800",25,COD,,Partial,12,2,2,0,Delivered
ORD102123,CUST10542,196,TIER-1,Assam,Accessories,"1,356",22,Prepaid,,Complete,4,3,1,0,Delivered
ORD101001,CUST12546,356,tier3,Maharashtra,Home & Kitchen,"Rs 3,193",1%,COD,Android App,Complete,9,1,5,2,Delivered
